user_id,sku_id,time,model_id,type,cate,brand
266079.0,138778,2016-01-31 23:59:02,,1,8,403
266079.0,138778,2016-01-31 23:59:03,0,6,8,403
200719.0,61226,2016-01-31 23:59:07,,1,8,30
200719.0,61226,2016-01-31 23:59:08,0,6,8,30
263587.0,72348,2016-01-31 23:59:08,,1,5,159
296130.0,103126,2016-01-31 23:59:11,,1,4,174
296130.0,103126,2016-01-31 23:59:11,0,6,4,174
296130.0,103126,2016-01-31 23:59:11,0,6,4,174
217892.0,137328,2016-01-31 23:59:14,111,6,6,159
283139.0,4732,2016-01-31 23:59:14,,1,6,375
217892.0,137328,2016-01-31 23:59:16,111,6,6,159
243907.0,27659,2016-01-31 23:59:22,0,6,4,752
243907.0,27659,2016-01-31 23:59:24,17,6,4,752
209278.0,6998,2016-01-31 23:59:25,0,6,8,545
209278.0,6998,2016-01-31 23:59:25,,1,8,545
266079.0,138778,2016-01-31 23:59:40,0,6,8,403
263587.0,127189,2016-01-31 23:59:48,,1,5,159
200719.0,61226,2016-01-31 23:59:50,11,6,8,30
209278.0,24679,2016-01-31 23:59:52,,1,8,658
209278.0,24679,2016-01-31 23:59:53,0,6,8,658
217567.0,22387,2016-01-31 23:59:54,,1,8,30
217567.0,22387,2016-01-31 23:59:54,0,6,8,30
207684.0,4732,2016-01-31 23:59:59,,1,6,375
207684.0,4732,2016-01-31 23:59:59,,1,6,375
207684.0,4732,2016-01-31 23:59:59,,1,6,375
207684.0,4732,2016-01-31 23:59:59,,1,6,375
245959.0,145895,2016-01-31 23:59:59,,1,8,693
245959.0,145895,2016-01-31 23:59:59,,6,8,693
245959.0,145895,2016-01-31 23:59:59,,6,8,693
272629.0,107774,2016-02-01 00:00:00,,1,10,36
272629.0,107774,2016-02-01 00:00:00,,1,10,36
272629.0,107774,2016-02-01 00:00:00,0,6,10,36
272629.0,107774,2016-02-01 00:00:00,,1,10,36
272629.0,107774,2016-02-01 00:00:00,216,6,10,36
272629.0,107774,2016-02-01 00:00:00,217,6,10,36
272629.0,107774,2016-02-01 00:00:00,,1,10,36
284046.0,87598,2016-02-01 00:00:01,,1,9,78
208720.0,153817,2016-02-01 00:00:01,,3,6,165
284046.0,87598,2016-02-01 00:00:01,,1,9,78
284046.0,87598,2016-02-01 00:00:01,26,6,9,78
202552.0,4732,2016-02-01 00:00:03,216,6,6,375
200719.0,123773,2016-02-01 00:00:03,0,6,8,693
202552.0,4732,2016-02-01 00:00:03,217,6,6,375
200719.0,123773,2016-02-01 00:00:03,,1,8,693
200719.0,123773,2016-02-01 00:00:04,0,6,8,693
214894.0,41958,2016-02-01 00:00:05,217,6,6,269
214894.0,41958,2016-02-01 00:00:05,,1,6,269
214894.0,41958,2016-02-01 00:00:05,,1,6,269
214894.0,41958,2016-02-01 00:00:05,0,6,6,269
214894.0,41958,2016-02-01 00:00:05,216,6,6,269
269489.0,126791,2016-02-01 00:00:06,0,6,5,479
236628.0,91145,2016-02-01 00:00:06,26,6,9,640
269489.0,126791,2016-02-01 00:00:06,,1,5,479
269489.0,126791,2016-02-01 00:00:06,218,6,5,479
236628.0,91145,2016-02-01 00:00:06,,1,9,640
269489.0,126791,2016-02-01 00:00:06,,1,5,479
236628.0,91145,2016-02-01 00:00:06,27,6,9,640
269489.0,126791,2016-02-01 00:00:06,221,6,5,479
236628.0,91145,2016-02-01 00:00:06,0,6,9,640
236628.0,91145,2016-02-01 00:00:06,,1,9,640
243907.0,27659,2016-02-01 00:00:06,119,6,4,752
236628.0,91145,2016-02-01 00:00:06,218,6,9,640
263755.0,13931,2016-02-01 00:00:08,222,6,5,159
263755.0,13931,2016-02-01 00:00:08,27,6,5,159
263755.0,13931,2016-02-01 00:00:08,26,6,5,159
269489.0,126791,2016-02-01 00:00:10,,2,5,479
213609.0,162108,2016-02-01 00:00:11,0,6,4,306
213609.0,162108,2016-02-01 00:00:11,217,6,4,306
213609.0,162108,2016-02-01 00:00:11,216,6,4,306
266079.0,151327,2016-02-01 00:00:12,,1,8,403
266079.0,151327,2016-02-01 00:00:13,0,6,8,403
225935.0,165290,2016-02-01 00:00:14,,1,4,885
247689.0,9112,2016-02-01 00:00:14,0,6,5,78
225935.0,165290,2016-02-01 00:00:14,218,6,4,885
225935.0,165290,2016-02-01 00:00:14,0,6,4,885
225935.0,165290,2016-02-01 00:00:14,,1,4,885
247689.0,9112,2016-02-01 00:00:14,,1,5,78
241219.0,11261,2016-02-01 00:00:15,27,6,4,174
241219.0,11261,2016-02-01 00:00:15,217,6,4,174
224078.0,136001,2016-02-01 00:00:15,,1,7,24
241219.0,11261,2016-02-01 00:00:15,0,6,4,174
224078.0,136001,2016-02-01 00:00:15,,1,7,24
241219.0,11261,2016-02-01 00:00:15,27,6,4,174
224078.0,136001,2016-02-01 00:00:15,211,6,7,24
224078.0,136001,2016-02-01 00:00:15,216,6,7,24
241219.0,11261,2016-02-01 00:00:15,216,6,4,174
224078.0,136001,2016-02-01 00:00:15,217,6,7,24
224078.0,136001,2016-02-01 00:00:15,0,6,7,24
241219.0,11261,2016-02-01 00:00:15,216,6,4,174
241219.0,11261,2016-02-01 00:00:15,,1,4,174
241219.0,11261,2016-02-01 00:00:15,,1,4,174
241219.0,11261,2016-02-01 00:00:15,0,6,4,174
241219.0,11261,2016-02-01 00:00:15,217,6,4,174
294092.0,115863,2016-02-01 00:00:17,,1,8,124
294092.0,115863,2016-02-01 00:00:17,0,6,8,124
259786.0,157850,2016-02-01 00:00:17,,1,7,118
294092.0,115863,2016-02-01 00:00:17,217,6,8,124
259786.0,157850,2016-02-01 00:00:17,218,6,7,118
294092.0,115863,2016-02-01 00:00:17,27,6,8,124
259786.0,157850,2016-02-01 00:00:17,0,6,7,118
294092.0,115863,2016-02-01 00:00:17,216,6,8,124
259786.0,157850,2016-02-01 00:00:17,,1,7,118
294092.0,115863,2016-02-01 00:00:17,,1,8,124
266079.0,5825,2016-02-01 00:00:19,0,6,8,885
266079.0,5825,2016-02-01 00:00:19,,1,8,885
221290.0,66968,2016-02-01 00:00:20,,1,4,231
221290.0,66968,2016-02-01 00:00:20,,1,4,231
237361.0,91043,2016-02-01 00:00:20,,1,5,306
237361.0,91043,2016-02-01 00:00:20,,1,5,306
237361.0,91043,2016-02-01 00:00:20,218,6,5,306
237361.0,91043,2016-02-01 00:00:20,29,6,5,306
237361.0,91043,2016-02-01 00:00:20,0,6,5,306
261519.0,37368,2016-02-01 00:00:21,218,6,9,95
261519.0,37368,2016-02-01 00:00:21,,1,9,95
261519.0,37368,2016-02-01 00:00:21,,1,9,95
261519.0,37368,2016-02-01 00:00:21,26,6,9,95
261519.0,37368,2016-02-01 00:00:21,26,6,9,95
261519.0,37368,2016-02-01 00:00:21,0,6,9,95
227292.0,104317,2016-02-01 00:00:22,26,6,4,885
269489.0,126791,2016-02-01 00:00:22,0,6,5,479
269489.0,126791,2016-02-01 00:00:22,221,6,5,479
269489.0,126791,2016-02-01 00:00:22,,1,5,479
269489.0,126791,2016-02-01 00:00:22,,1,5,479
266079.0,5825,2016-02-01 00:00:22,17,6,8,885
269489.0,126791,2016-02-01 00:00:22,218,6,5,479
269489.0,126791,2016-02-01 00:00:22,21,6,5,479
227292.0,104317,2016-02-01 00:00:22,26,6,4,885
273959.0,102034,2016-02-01 00:00:23,0,6,5,78
218201.0,89434,2016-02-01 00:00:23,0,6,5,159
273959.0,102034,2016-02-01 00:00:23,,1,5,78
247689.0,9112,2016-02-01 00:00:23,121,6,5,78
273959.0,102034,2016-02-01 00:00:23,,1,5,78
218201.0,89434,2016-02-01 00:00:23,,1,5,159
218201.0,89434,2016-02-01 00:00:23,218,6,5,159
273959.0,102034,2016-02-01 00:00:23,216,6,5,78
218201.0,89434,2016-02-01 00:00:23,,1,5,159
273959.0,102034,2016-02-01 00:00:23,217,6,5,78
218536.0,15168,2016-02-01 00:00:24,,1,6,78
218536.0,15168,2016-02-01 00:00:24,,1,6,78
242679.0,83348,2016-02-01 00:00:25,,1,7,484
242679.0,83348,2016-02-01 00:00:25,217,6,7,484
241682.0,143981,2016-02-01 00:00:25,0,6,4,752
241682.0,143981,2016-02-01 00:00:25,217,6,4,752
241682.0,143981,2016-02-01 00:00:25,216,6,4,752
241682.0,143981,2016-02-01 00:00:25,,1,4,752
242679.0,83348,2016-02-01 00:00:25,0,6,7,484
242679.0,83348,2016-02-01 00:00:25,216,6,7,484
241682.0,143981,2016-02-01 00:00:25,,1,4,752
242679.0,83348,2016-02-01 00:00:25,24,6,7,484
242679.0,83348,2016-02-01 00:00:25,,1,7,484
282788.0,157381,2016-02-01 00:00:26,210,6,8,214
273959.0,102034,2016-02-01 00:00:26,,2,5,78
282788.0,157381,2016-02-01 00:00:26,210,6,8,214
245189.0,122497,2016-02-01 00:00:27,,1,4,36
245189.0,122497,2016-02-01 00:00:27,,1,4,36
232807.0,4732,2016-02-01 00:00:27,,1,6,375
245189.0,122497,2016-02-01 00:00:27,26,6,4,36
232807.0,4732,2016-02-01 00:00:27,,1,6,375
245189.0,122497,2016-02-01 00:00:27,0,6,4,36
245189.0,122497,2016-02-01 00:00:27,216,6,4,36
245189.0,122497,2016-02-01 00:00:27,217,6,4,36
245189.0,122497,2016-02-01 00:00:27,27,6,4,36
245189.0,122497,2016-02-01 00:00:27,24,6,4,36
232807.0,4732,2016-02-01 00:00:27,0,6,6,375
291777.0,126266,2016-02-01 00:00:27,0,6,4,752
291777.0,126266,2016-02-01 00:00:27,217,6,4,752
291777.0,126266,2016-02-01 00:00:27,216,6,4,752
232807.0,4732,2016-02-01 00:00:28,,1,6,375
232807.0,4732,2016-02-01 00:00:28,,1,6,375
232807.0,4732,2016-02-01 00:00:28,0,6,6,375
232807.0,4732,2016-02-01 00:00:28,,1,6,375
232807.0,4732,2016-02-01 00:00:28,216,6,6,375
232807.0,4732,2016-02-01 00:00:28,216,6,6,375
